-0.126709,-0.733887,-0.387207,30.243902,-18.292683,7.439024
-0.106201,-0.744141,-0.373535,20.304878,-21.158537,5.914634
-0.090088,-0.771484,-0.373291,11.158537,-22.804878,5.243902
-0.079590,-0.809814,-0.378418,4.329268,-23.963415,5.487805
-0.071045,-0.850098,-0.383789,0.487805,-25.121951,6.280488
-0.065674,-0.885742,-0.385498,-0.426829,-26.036585,7.500000
-0.065430,-0.911621,-0.383789,0.914634,-26.219512,8.597561
-0.071289,-0.921875,-0.379150,3.902439,-25.914634,9.512195
-0.082031,-0.915039,-0.370361,7.560976,-25.121951,10.000000
-0.098389,-0.893066,-0.355713,11.097561,-23.963415,10.000000
-0.118408,-0.862061,-0.335693,13.414634,-22.621951,9.512195
-0.137451,-0.829346,-0.313965,13.963415,-21.280488,8.597561
-0.149902,-0.803711,-0.292969,12.804878,-20.060976,7.256098
-0.155029,-0.788574,-0.274658,10.426829,-18.719512,5.609756
-0.154541,-0.785889,-0.257812,7.378049,-17.317073,3.780488
-0.147705,-0.796387,-0.245361,3.963415,-16.097561,1.890244
-0.135254,-0.819336,-0.237793,0.487805,-15.121951,-0.121951
-0.121094,-0.852295,-0.235352,-2.378049,-14.085366,-2.073171
-0.109863,-0.890625,-0.236572,-3.902439,-12.804878,-3.963415
-0.105713,-0.928955,-0.239746,-3.170732,-11.402439,-5.548780
-0.108398,-0.960938,-0.240479,0.000000,-10.243902,-6.524390
-0.115234,-0.982666,-0.237793,5.060976,-9.512195,-6.890244
-0.121338,-0.990967,-0.232666,11.036585,-8.536585,-6.951220
-0.130371,-0.981689,-0.228027,16.951220,-6.829268,-7.134146
-0.147949,-0.956299,-0.224854,21.585366,-4.451220,-7.804878
-0.176270,-0.922119,-0.220215,23.475610,-3.109756,-9.268293
-0.212646,-0.896484,-0.209717,21.280488,-3.841463,-10.792683
-0.247314,-0.900635,-0.192383,15.121951,-5.670732,-10.975610
-0.264893,-0.948486,-0.171631,6.951220,-6.463415,-9.024390
-0.248779,-1.038086,-0.158691,-0.426829,-5.304878,-5.304878
-0.189941,-1.149902,-0.169678,-4.756098,-3.231707,-0.975610
-0.101074,-1.250000,-0.210693,-4.939024,-1.829268,2.682927
-0.006104,-1.305420,-0.272461,-1.219512,-2.195122,5.060976
0.069824,-1.302002,-0.335205,5.365854,-4.695122,6.219512
0.099121,-1.250244,-0.384766,13.353659,-8.231707,7.378049
0.060059,-1.178711,-0.420654,19.939024,-10.914634,9.939024
-0.034668,-1.105713,-0.452393,22.073171,-11.280488,14.451220
-0.153076,-1.041748,-0.494629,17.012195,-8.658537,20.731707
-0.269775,-1.002930,-0.556885,4.512195,-3.475610,27.317073
-0.354736,-1.001709,-0.629883,-11.219512,0.914634,32.195122
-0.376953,-1.037109,-0.700195,-24.939024,0.670732,35.000000
-0.336914,-1.086426,-0.762939,-32.378049,-4.817073,36.280488
-0.243408,-1.123047,-0.808594,-29.634146,-12.317073,36.036585
-0.124268,-1.117920,-0.825928,-15.365854,-17.073171,34.451220
-0.005127,-1.077393,-0.807861,6.219512,-16.707317,32.012195
0.082520,-1.017334,-0.758057,28.658537,-10.914634,29.451220
0.116455,-0.950195,-0.683105,46.890244,-0.914634,26.951220
0.091797,-0.882080,-0.594482,57.804878,11.280488,24.573171
0.022949,-0.818848,-0.507324,60.304878,23.597561,22.134146
-0.070557,-0.768311,-0.434814,54.939024,33.841463,19.634146
-0.173828,-0.740234,-0.386230,43.353659,40.975610,17.195122
-0.272705,-0.738525,-0.363525,27.987805,45.060976,14.634146
-0.352295,-0.757812,-0.363770,11.646341,46.280488,11.463415
-0.400635,-0.788574,-0.387695,-2.500000,44.634146,7.195122
-0.405273,-0.821777,-0.427734,-11.829268,40.000000,1.951220
-0.368164,-0.850342,-0.471191,-14.878049,32.987805,-3.658537
-0.301025,-0.865967,-0.504883,-12.560976,24.695122,-9.268293
-0.220703,-0.865967,-0.518799,-6.585366,16.280488,-14.390244
-0.140869,-0.852783,-0.515869,0.975610,8.841463,-18.536585
-0.075928,-0.830811,-0.492432,8.841463,3.536585,-20.975610
-0.038818,-0.804932,-0.449219,15.060976,1.036585,-21.585366
-0.033691,-0.781250,-0.399170,17.865854,0.914634,-20.914634
-0.052490,-0.766113,-0.355225,16.768293,1.951220,-19.634146
-0.080566,-0.764160,-0.325195,12.256098,2.439024,-18.353659
-0.094971,-0.775635,-0.315674,5.609756,1.524390,-17.621951
-0.089111,-0.796631,-0.322510,-1.463415,-0.121951,-17.500000
-0.063721,-0.823486,-0.338135,-7.682927,-1.768293,-17.682927
-0.032227,-0.850342,-0.356445,-11.890244,-2.682927,-17.804878
-0.008301,-0.871094,-0.371582,-13.475610,-2.987805,-17.621951
0.003906,-0.881348,-0.379395,-12.439024,-3.292683,-16.890244
0.005371,-0.880371,-0.376953,-8.963415,-3.780488,-15.426829
0.000000,-0.869141,-0.363037,-4.146341,-4.146341,-13.109756
-0.005859,-0.852295,-0.338623,0.243902,-4.390244,-10.365854
-0.010254,-0.834961,-0.310059,2.682927,-4.695122,-7.500000
-0.013428,-0.822754,-0.280762,2.560976,-5.487805,-4.756098
-0.015381,-0.821045,-0.255371,0.060976,-6.951220,-2.439024
-0.018799,-0.831543,-0.237061,-3.963415,-8.841463,-0.548780
-0.026611,-0.853027,-0.228760,-8.841463,-10.670732,0.975610
-0.038330,-0.883057,-0.229736,-13.597561,-11.890244,2.256098
-0.047852,-0.920654,-0.236328,-16.890244,-12.439024,3.170732
-0.049805,-0.961426,-0.245850,-18.109756,-12.012195,3.780488
-0.042480,-1.002441,-0.254883,-17.012195,-10.670732,3.780488
-0.027100,-1.036377,-0.262939,-13.841463,-8.475610,3.048780
-0.009521,-1.057861,-0.267090,-9.207317,-6.036585,2.012195
0.004395,-1.065430,-0.266113,-4.024390,-3.902439,0.670732
0.011719,-1.058594,-0.257568,1.219512,-2.743902,-0.487805
0.014404,-1.040527,-0.242432,6.219512,-2.560976,-1.280488
0.016846,-1.018799,-0.222412,10.365854,-2.500000,-1.280488
0.021484,-0.999756,-0.201172,12.865854,-1.951220,-0.914634
0.027588,-0.992188,-0.180176,13.414634,-0.792683,-0.731707
0.030029,-1.002930,-0.161865,11.890244,0.304878,-1.402439
0.022705,-1.031494,-0.154053,8.963415,0.670732,-3.231707
0.002197,-1.071289,-0.164551,5.365854,0.000000,-5.670732
-0.020264,-1.109863,-0.196533,1.768293,-1.036585,-8.292683
-0.034180,-1.133545,-0.258057,-2.317073,-0.426829,-10.914634
-0.043457,-1.143555,-0.348145,-8.170732,3.414634,-14.451220
-0.052246,-1.148193,-0.459473,-16.829268,8.536585,-19.695122
-0.057373,-1.156494,-0.580078,-27.804878,12.439024,-25.975610
-0.054199,-1.176758,-0.689697,-38.353659,15.426829,-31.768293
-0.056152,-1.202881,-0.774902,-44.634146,19.756098,-36.097561
-0.074951,-1.219971,-0.837158,-44.451220,25.975610,-39.146341
-0.111328,-1.214355,-0.877441,-36.707317,31.219512,-41.158537
-0.159424,-1.180664,-0.888428,-21.585366,32.378049,-42.195122
-0.218262,-1.116699,-0.869385,-1.158537,28.475610,-41.890244
-0.270996,-1.029053,-0.823730,21.158537,20.060976,-39.756098
-0.296631,-0.928711,-0.753418,42.560976,8.109756,-35.853659
-0.279785,-0.826416,-0.660889,59.878049,-5.426829,-30.731707
-0.218018,-0.732178,-0.552979,69.268293,-18.658537,-24.817073
-0.119873,-0.657959,-0.447998,67.560976,-29.390244,-18.719512
0.000244,-0.614502,-0.363770,53.841463,-35.304878,-13.048780
0.122803,-0.610107,-0.324219,29.939024,-35.182927,-8.109756
0.222900,-0.650391,-0.336670,1.158537,-29.695122,-4.085366
0.286377,-0.732666,-0.395020,-25.304878,-21.402439,-1.036585
0.300781,-0.843750,-0.476318,-43.536585,-13.170732,1.585366
0.263916,-0.958252,-0.561523,-49.634146,-6.707317,5.000000
0.174805,-1.048828,-0.620361,-42.439024,-1.890244,9.939024
0.064453,-1.086670,-0.645996,-24.573171,1.341463,15.243902
-0.049805,-1.062256,-0.632568,-1.158537,3.963415,19.939024
-0.142578,-0.986572,-0.590088,22.012195,5.487805,23.231707
-0.200684,-0.878906,-0.528320,40.792683,5.670732,24.634146
-0.223877,-0.761719,-0.453857,52.317073,4.024390,24.512195
-0.218750,-0.657227,-0.371094,54.512195,0.000000,23.231707
-0.188477,-0.584229,-0.297852,46.463415,-5.487805,21.158537
-0.139893,-0.559082,-0.253662,29.451220,-9.939024,19.085366
-0.095215,-0.584961,-0.243164,7.804878,-10.914634,17.621951
